CEP;Tipo_Logradouro;Logradouro;Complemento;Local;Bairro;Cidade;cod_cidade;UF;Estado;cod_estado
38184518;Rua;Águas do Araxá;;;Barreiro;Araxá;3104007;MG;Minas Gerais;31
38300012;Rua;Quarenta e Cinco;;;Setor Sul;Ituiutaba;3134202;MG;Minas Gerais;31
38300116;Rua;Valentina Carvalho Vilela;;;Centro;Ituiutaba;3134202;MG;Minas Gerais;31
38302228;Rua;Mauro Marquez de Sá;;;Universitário;Ituiutaba;3134202;MG;Minas Gerais;31
38303015;Rua;Vitória;;;Boa Esperança;Ituiutaba;3134202;MG;Minas Gerais;31
38304266;Rua;Alvarenga Peixoto;;;Independência;Ituiutaba;3134202;MG;Minas Gerais;31
38304410;Rua;Vinte e Oito;;;Tupã;Ituiutaba;3134202;MG;Minas Gerais;31
38305529;Rua;Gassan André Andraus;;;Gerson Baduy I;Ituiutaba;3134202;MG;Minas Gerais;31
38307168;Avenida;Alan Charley Bull;;;Hélio;Ituiutaba;3134202;MG;Minas Gerais;31
38307277;Rua;Antônio Caetano de Novais;- de 1180/1181 ao fim;;Sol Nascente;Ituiutaba;3134202;MG;Minas Gerais;31
38400015;Avenida;Rondon Pacheco; lado ímpar;;Cazeca;Uberlândia;3170206;MG;Minas Gerais;31
38400306;Rua;Newton Fonseca Arantes;;;Daniel Fonseca;Uberlândia;3170206;MG;Minas Gerais;31
38401548;Praça;Chico Mendes;;;Vila Satélite;Uberlândia;3170206;MG;Minas Gerais;31
38401625;Avenida;Carlos Henrique Tassini;;;Residencial Gramado;Uberlândia;3170206;MG;Minas Gerais;31
38401680;Rua;Sebastião Martins da Silva;;;Jardim Brasília;Uberlândia;3170206;MG;Minas Gerais;31
38407219;Rua;Benzedor;;;Morumbi;Uberlândia;3170206;MG;Minas Gerais;31
38408072;Rua;Romeu Margonari;;;Santa Mônica;Uberlândia;3170206;MG;Minas Gerais;31
38408504;Rua;Luige Toffoli;;;Vigilato Pereira;Uberlândia;3170206;MG;Minas Gerais;31
38408650;Rua;Oliveira Lima;;;Pampulha;Uberlândia;3170206;MG;Minas Gerais;31
38408774;Rua;Vilma Lara Vieira;;;Santa Luzia;Uberlândia;3170206;MG;Minas Gerais;31
38410637;Rua;Tucuruí;;;Granada;Uberlândia;3170206;MG;Minas Gerais;31
38411166;Rua;Avelina Rodrigues Oliveira;;;Gávea;Uberlândia;3170206;MG;Minas Gerais;31
38411540;Rua;Walter Mota;;;Shopping Park;Uberlândia;3170206;MG;Minas Gerais;31
38412008;Rua;Maria Aparecida Costa;;;Tubalina;Uberlândia;3170206;MG;Minas Gerais;31
38414549;Rua;Cáceres;;;Jardim Europa;Uberlândia;3170206;MG;Minas Gerais;31
38414648;Rua;Evaristo Atanásio de Melo;;;Jardim Europa;Uberlândia;3170206;MG;Minas Gerais;31
38440026;Praça;do Rosário;;;Rosário;Araguari;3103504;MG;Minas Gerais;31
38440042;Avenida;Minas Gerais; lado par;;Centro;Araguari;3103504;MG;Minas Gerais;31
38440140;Praça;Juvenil Alves de Melo;;;Jardim Regina;Araguari;3103504;MG;Minas Gerais;31
38440145;Rua;Padre João;;;Centro;Araguari;3103504;MG;Minas Gerais;31
38440197;Rua;José Tiradentes de Lima;;;Santa Helena;Araguari;3103504;MG;Minas Gerais;31
38441026;Rua;Emboabas;;;Brasília;Araguari;3103504;MG;Minas Gerais;31
38442176;Rua;Evaristo Alves de Almeida;;;Goiás;Araguari;3103504;MG;Minas Gerais;31
38443026;Rua;Oito de Maio;;;São João;Araguari;3103504;MG;Minas Gerais;31
38444240;Avenida;Brasil;;;Miranda;Araguari;3103504;MG;Minas Gerais;31
38445046;Praça;Alice Gois Montes;;;Paraíso;Araguari;3103504;MG;Minas Gerais;31
38445144;Rua;Seis;;;Sibipiruna;Araguari;3103504;MG;Minas Gerais;31
38445258;Rua;Odete Rodrigues da Silva;;;Miranda;Araguari;3103504;MG;Minas Gerais;31
38700518;Alameda;Fábio Araújo Pereira;;;Várzea;Patos de Minas;3148004;MG;Minas Gerais;31
38701638;Rua;Edson Nunes de Paula;;;Nossa Senhora de Fátima;Patos de Minas;3148004;MG;Minas Gerais;31
38701786;Rua;Jorge Plínio Louzada;;;Novo Sorriso;Patos de Minas;3148004;MG;Minas Gerais;31
38703270;Praça;João Pinto Gonçalves;;;Nova Floresta;Patos de Minas;3148004;MG;Minas Gerais;31
38703534;Praça;Humberto Eustáquio Porto;;;Nova Floresta;Patos de Minas;3148004;MG;Minas Gerais;31
38703752;Rua;Manoel Cândido Naves;;;Residencial Monjolo;Patos de Minas;3148004;MG;Minas Gerais;31
38703790;Rua;Cataguá;;;Alto Boa Vista;Patos de Minas;3148004;MG;Minas Gerais;31
38705106;Praça;Madrid;;;Boa Vista;Patos de Minas;3148004;MG;Minas Gerais;31
38705164;Rua;Almerio José de Souza;;;Boa Vista;Patos de Minas;3148004;MG;Minas Gerais;31
38705377;Praça;Clarindo Teixeira Pinto;;;Jardim Panorâmico;Patos de Minas;3148004;MG;Minas Gerais;31
38706194;Rua;Doutor Mário da Fonseca Filho;;;Residencial Gramado;Patos de Minas;3148004;MG;Minas Gerais;31
38706490;Rua;Zico Soares;;;Ipanema;Patos de Minas;3148004;MG;Minas Gerais;31
38706493;Rua;Maria Bernardina Vieira;;;Ipanema;Patos de Minas;3148004;MG;Minas Gerais;31
39400171;Rua;Lucílio Fagundes;;;Edgar Pereira;Montes Claros;3143302;MG;Minas Gerais;31
39400368;Rua;Sebastião Diniz;;;Roxo Verde;Montes Claros;3143302;MG;Minas Gerais;31
39400533;Rua;Major Honor Sarmento;;;Alto São João;Montes Claros;3143302;MG;Minas Gerais;31
39400612;Praça;Doutor Carlos Versiani;;;Centro;Montes Claros;3143302;MG;Minas Gerais;31
39400622;Avenida;Geraldo Athayde;- de 2 ao fim - lado par;;São José;Montes Claros;3143302;MG;Minas Gerais;31
39400762;Rua;Menino Jesus;;;Nossa Senhora Aparecida;Montes Claros;3143302;MG;Minas Gerais;31
39400870;Rua;Três;;;Vila Atlântida;Montes Claros;3143302;MG;Minas Gerais;31
39400912;;Avenida Deputado Esteves Rodrigues 0;;Edifício Maria de Lourdes G. Santos;Centro;Montes Claros;3143302;MG;Minas Gerais;31
39401006;Praça;Nosso Lar;;;São Judas Tadeu;Montes Claros;3143302;MG;Minas Gerais;31
39401068;Rua;Tupis;;;Melo;Montes Claros;3143302;MG;Minas Gerais;31
39401236;Praça;São Vicente de Paula;;;Santos Reis;Montes Claros;3143302;MG;Minas Gerais;31
39401259;Rua;Ana Ferreira Antunes;;;Santa Eugênia;Montes Claros;3143302;MG;Minas Gerais;31
39401538;Beco;Passarinho;;;Santos Reis;Montes Claros;3143302;MG;Minas Gerais;31
39401542;Rua;Gregório Adriano;;;Santos Reis;Montes Claros;3143302;MG;Minas Gerais;31
39402011;Rua;Três;;;Regina Peres;Montes Claros;3143302;MG;Minas Gerais;31
39402236;Rua;Fanor de Carvalho;;;Francisco Peres I;Montes Claros;3143302;MG;Minas Gerais;31
39402432;Rua;Abelard José Tolentino;;;Conjunto Cristo Rei;Montes Claros;3143302;MG;Minas Gerais;31
39402565;Rua;Gericó;;;Santo Inácio;Montes Claros;3143302;MG;Minas Gerais;31
39402738;Rua;Seis;;;Santa Lúcia;Montes Claros;3143302;MG;Minas Gerais;31
39402816;Avenida;Itamar Caldeira Brant;;;Clarindo Lopes;Montes Claros;3143302;MG;Minas Gerais;31
39402878;Rua;Quatro;;;Vila Anália;Montes Claros;3143302;MG;Minas Gerais;31
39403043;Rua;Benedito Maciel;;;Dona Gregória;Montes Claros;3143302;MG;Minas Gerais;31
39403249;Rua;R;;;Vargem Grande II;Montes Claros;3143302;MG;Minas Gerais;31
39403386;Avenida;Dois;;;Santo Amaro;Montes Claros;3143302;MG;Minas Gerais;31
39404267;Rua;Lagoa Onega;;;Interlagos;Montes Claros;3143302;MG;Minas Gerais;31
39404531;Rua;Morro Vermelho;;;Vila Tiradentes;Montes Claros;3143302;MG;Minas Gerais;31
39406160;Rua;A-3;;;Belvedere;Montes Claros;3143302;MG;Minas Gerais;31
39535000;;Vargem Grande do Rio Pardo;;;-;Vargem Grande do Rio Pardo;3170651;MG;Minas Gerais;31
39573972;;Rua São Geraldo 40;;AC Padre Carvalho;Centro;Padre Carvalho;3146255;MG;Minas Gerais;31
39623000;;Tuparecê (Medina);;;-;Tuparecê (Medina);0;MG;Minas Gerais;31
39691970;;Rua Januário Ferreira 26;;AGC Santo Antônio do Mucuri;Centro;Santo Antônio do Mucuri (Malacacheta);0;MG;Minas Gerais;31
39742971;;Rua Principal, s/n;;AGC Sapucaia de Guanhães;Centro;Sapucaia de Guanhães (Guanhães);0;MG;Minas Gerais;31
39780000;;Santa Maria do Suaçuí;;;-;Santa Maria do Suaçuí;3158201;MG;Minas Gerais;31
39800590;Rua;da Lagoa;;;Novo Horizonte;Teófilo Otoni;3168606;MG;Minas Gerais;31
39801444;Alameda;dos Ipês;;;Jardim Serra Verde;Teófilo Otoni;3168606;MG;Minas Gerais;31
39802075;Travessa;Alípio Rodrigues;;;Manoel Pimenta;Teófilo Otoni;3168606;MG;Minas Gerais;31
39803261;Rua;Pio XII;;;Esperança;Teófilo Otoni;3168606;MG;Minas Gerais;31
39803500;Rua;Doutor Breno Fernandes da Silva;;;Funcionários;Teófilo Otoni;3168606;MG;Minas Gerais;31
39803608;Rua;Nova Jerusalém;;;Taquara;Teófilo Otoni;3168606;MG;Minas Gerais;31
40024106;Ladeira;da Barroquinha;;;Barroquinha;Salvador;2927408;BA;Bahia;29
40040495;Vila;Músico;;;Nazaré;Salvador;2927408;BA;Bahia;29
40080060;Rua;Gamboa de Cima;;;Campo Grande;Salvador;2927408;BA;Bahia;29
40110020;Rua;Desembargador Gonçalves;;;Canela;Salvador;2927408;BA;Bahia;29
40220350;Avenida;Cosme;;;Engenho Velho da Federação;Salvador;2927408;BA;Bahia;29
40225510;Travessa;Tupy;;;Engenho Velho da Federação;Salvador;2927408;BA;Bahia;29
40226283;Travessa;Verbena;;;Alto das Pombas;Salvador;2927408;BA;Bahia;29
40230049;1ª Travessa;Nipônica;(V Gama);;Federação;Salvador;2927408;BA;Bahia;29
40240760;2ª Travessa;Frederico Costa;;;Engenho Velho de Brotas;Salvador;2927408;BA;Bahia;29
40243510;Ladeira;do Sossego;;;Engenho Velho de Brotas;Salvador;2927408;BA;Bahia;29
40276090;Rua;Santo Eleutério;;;Campinas de Brotas;Salvador;2927408;BA;Bahia;29
40279200;Travessa;25 de Novembro;;;Parque Bela Vista;Salvador;2927408;BA;Bahia;29
40286560;Travessa;São José;;;Brotas;Salvador;2927408;BA;Bahia;29
40290700;6ª Travessa;da Amendoeira;;;Acupe de Brotas;Salvador;2927408;BA;Bahia;29
40296290;Travessa;do Candeal;;;Candeal;Salvador;2927408;BA;Bahia;29
40301156;Jardim;Esperança;;;Barbalho;Salvador;2927408;BA;Bahia;29
40310035;2ª Travessa;General Mascarenhas de Moraes;;;Pau Miúdo;Salvador;2927408;BA;Bahia;29
40313195;2ª Travessa;Benjamin Franklin;;;Cidade Nova;Salvador;2927408;BA;Bahia;29
40313530;Travessa;da Jaqueira;;;Cidade Nova;Salvador;2927408;BA;Bahia;29
40313585;Avenida;Ubaldo Aurélio Teixeira;;;Cidade Nova;Salvador;2927408;BA;Bahia;29
40315110;Rua;da Carmosina;;;Cidade Nova;Salvador;2927408;BA;Bahia;29
40320625;Vila;São Jorge;;;Caixa D'Água;Salvador;2927408;BA;Bahia;29
40323380;Travessa;Santo Antônio;;;IAPI;Salvador;2927408;BA;Bahia;29
40325485;2ª Travessa;Guaíba;;;Liberdade;Salvador;2927408;BA;Bahia;29
40330171;1ª Travessa;Chico Marinho;;;IAPI;Salvador;2927408;BA;Bahia;29
40330215;Travessa;Pinheiro;;;IAPI;Salvador;2927408;BA;Bahia;29
40330430;Rua;D;;;IAPI;Salvador;2927408;BA;Bahia;29
40335003;1ª Travessa;Pero vaz;;;Pero Vaz;Salvador;2927408;BA;Bahia;29
40335475;6ª Travessa;Peixe;;;Pero Vaz;Salvador;2927408;BA;Bahia;29
40352132;Rua;Senhor do Bonfim;;;Fazenda Grande do Retiro;Salvador;2927408;BA;Bahia;29
40352343;Rua;do Sossego;;;Fazenda Grande do Retiro;Salvador;2927408;BA;Bahia;29
40352463;Travessa;Henrique Marques;;;Fazenda Grande do Retiro;Salvador;2927408;BA;Bahia;29
40355400;Travessa;Cunha;;;Fazenda Grande do Retiro;Salvador;2927408;BA;Bahia;29
40355623;1ª Avenida;São Roque;;;Fazenda Grande do Retiro;Salvador;2927408;BA;Bahia;29
40365015;3ª Travessa;São Cristóvão;;;Curuzu;Salvador;2927408;BA;Bahia;29
40365370;Travessa;Nadir de Jesus;;;Curuzu;Salvador;2927408;BA;Bahia;29
40386050;Rua;Ápio Patrocínio;;;Boa Vista de São Caetano;Salvador;2927408;BA;Bahia;29
40393630;Travessa;São Crispim;;;Capelinha;Salvador;2927408;BA;Bahia;29
40393890;Avenida;Edgar;;;Capelinha;Salvador;2927408;BA;Bahia;29
40411430;Avenida;Ataíde;;;Calçada;Salvador;2927408;BA;Bahia;29
40415560;Praça;Arlindo Nuno;;;Bonfim;Salvador;2927408;BA;Bahia;29
40415890;Vila;Conceição;;;Bonfim;Salvador;2927408;BA;Bahia;29
40430040;Travessa;Tupinambás;;;Vila Ruy Barbosa;Salvador;2927408;BA;Bahia;29
40430130;Rua;Copacabana;;;Vila Ruy Barbosa;Salvador;2927408;BA;Bahia;29
40433160;Travessa;Jaime Coelho;;;Massaranduba;Salvador;2927408;BA;Bahia;29
40436120;Avenida;Campos;;;Massaranduba;Salvador;2927408;BA;Bahia;29
40436245;Vila;Maia;;;Massaranduba;Salvador;2927408;BA;Bahia;29
40440190;Rua;Turiaçu;;;Caminho de Areia;Salvador;2927408;BA;Bahia;29
40451190;Vila;Ponciano;;;Uruguai;Salvador;2927408;BA;Bahia;29
40455090;Vila;Bispo;;;Machado;Salvador;2927408;BA;Bahia;29
40470131;Rua;Pouso Alegre;;;Lobato;Salvador;2927408;BA;Bahia;29
40470216;Travessa;Vinte e Cinco de Março;;;Lobato;Salvador;2927408;BA;Bahia;29
40470374;Avenida;São José;;;Lobato;Salvador;2927408;BA;Bahia;29
40484615;Avenida;das Virgens;;;Alto do Cabrito;Salvador;2927408;BA;Bahia;29
40490062;2ª Travessa;Amado Bahia;;;São João do Cabrito;Salvador;2927408;BA;Bahia;29
40711042;3ª Travessa;Mamede;;;Alto da Terezinha;Salvador;2927408;BA;Bahia;29
40717328;Travessa;Las Vegas;;;Plataforma;Salvador;2927408;BA;Bahia;29
40717440;Travessa;dos Ferroviários;;;Plataforma;Salvador;2927408;BA;Bahia;29
40717602;4ª Travessa;Chile;;;Plataforma;Salvador;2927408;BA;Bahia;29
40725018;1ª Travessa;Nossa Senhora de Lourdes;;;Praia Grande;Salvador;2927408;BA;Bahia;29
40731260;Rua;Trinta e Um;;;Fazenda Coutos;Salvador;2927408;BA;Bahia;29
40760620;Rua;14 de Julho;;;Coutos;Salvador;2927408;BA;Bahia;29
40800065;Rua;Piauí;;;Paripe;Salvador;2927408;BA;Bahia;29
40800328;Rua;dos Cajueiros de São Tomé;;;São Tomé de Paripe;Salvador;2927408;BA;Bahia;29
40800460;Rua;Almirante Barroso;;;Paripe;Salvador;2927408;BA;Bahia;29
40800590;Rua;Amazonas;;;Paripe;Salvador;2927408;BA;Bahia;29
41100178;1ª Travessa;Nova Brasília;;;Pernambués;Salvador;2927408;BA;Bahia;29
41185515;Rua;8 de dezembro;;;São Gonçalo;Salvador;2927408;BA;Bahia;29
41190140;Rua;Laura;;;São Gonçalo;Salvador;2927408;BA;Bahia;29
41205034;Rua;Gregório Santos;;;Tancredo Neves;Salvador;2927408;BA;Bahia;29
41205195;Rua;Querubim;;;Tancredo Neves;Salvador;2927408;BA;Bahia;29
41205260;Alameda;Constelação;(Cj Hab Barreiras);;Tancredo Neves;Salvador;2927408;BA;Bahia;29
41207465;Travessa;Vila Natal;;;Tancredo Neves;Salvador;2927408;BA;Bahia;29
41207490;Rua;Luís Freitas;;;Tancredo Neves;Salvador;2927408;BA;Bahia;29
41207595;Rua;Canal;;;Tancredo Neves;Salvador;2927408;BA;Bahia;29
41210010;Rua;Paraná;;;Tancredo Neves;Salvador;2927408;BA;Bahia;29
41210170;Travessa;Alagoas;;;Tancredo Neves;Salvador;2927408;BA;Bahia;29
41211431;Travessa;9 de Setembro;;;Arenoso;Salvador;2927408;BA;Bahia;29
41211600;Rua;da Horta;;;Arenoso;Salvador;2927408;BA;Bahia;29
41213425;Travessa;Ulysses Guimarães;(S Nova);;Sussuarana;Salvador;2927408;BA;Bahia;29
41213732;Rua;Independência;;;Sussuarana;Salvador;2927408;BA;Bahia;29
41214070;1ª Travessa;São João;;;Sussuarana;Salvador;2927408;BA;Bahia;29
41214560;2ª Avenida;Sérgio Cardoso;;;Sussuarana;Salvador;2927408;BA;Bahia;29
41214775;Rua;Praia da Boa Viagem;;;Sussuarana;Salvador;2927408;BA;Bahia;29
41227064;Travessa;Isaura Santos;;;Calabetão;Salvador;2927408;BA;Bahia;29
41227072;Rua;Capitolino;;;Calabetão;Salvador;2927408;BA;Bahia;29
41227168;Rua;São José do Calabetão;;;Calabetão;Salvador;2927408;BA;Bahia;29
41230015;Rua;da Libéria;;;Granjas Rurais Presidente Vargas;Salvador;2927408;BA;Bahia;29
41230140;Rua;São Francisco Xavier;;;Granjas Rurais Presidente Vargas;Salvador;2927408;BA;Bahia;29
41250170;Estrada;da Boca do Rio;;;São Marcos;Salvador;2927408;BA;Bahia;29
41250282;Travessa;Djalma Sanches;;;São Marcos;Salvador;2927408;BA;Bahia;29
41250288;Travessa;Jurema Santos;;;São Marcos;Salvador;2927408;BA;Bahia;29
41270150;Rua;Margaridas;;;Campinas de Pirajá;Salvador;2927408;BA;Bahia;29
41270411;Travessa;Valdo;;;Campinas de Pirajá;Salvador;2927408;BA;Bahia;29
41280670;Rua;Lígia Maria;;;Marechal Rondon;Salvador;2927408;BA;Bahia;29
41290855;Rua;da Glória;;;Pirajá;Salvador;2927408;BA;Bahia;29
41298370;Travessa;Esperança;;;Boca da Mata de Valéria;Salvador;2927408;BA;Bahia;29
41299060;Rua;A;(Lot N Cristalina);;Boca da Mata de Valéria;Salvador;2927408;BA;Bahia;29
41301528;4ª Travessa;da Matriz;;;Valéria;Salvador;2927408;BA;Bahia;29
41301690;Travessa;Augustinho Damasceno;;;Valéria;Salvador;2927408;BA;Bahia;29
41307455;Caminho;10;(Cj Lga Paixão);;Nova Brasília de Valéria;Salvador;2927408;BA;Bahia;29
41308195;Travessa;Góes Calmon;;;Palestina;Salvador;2927408;BA;Bahia;29
41320285;Caminho;17;(4ª Etapa);;Castelo Branco;Salvador;2927408;BA;Bahia;29
41321465;Rua;Edgar Sanches;;;Castelo Branco;Salvador;2927408;BA;Bahia;29
41336500;Rua;Pousada da Jaqueira;;;Cajazeiras;Salvador;2927408;BA;Bahia;29
41338250;Caminho;02-Núcleo C;(Cajazeiras VIII);;Cajazeiras;Salvador;2927408;BA;Bahia;29
41340100;Conjunto;Fazenda Grande I;;;Cajazeiras;Salvador;2927408;BA;Bahia;29
41340490;Caminho;07-Setor 01;(Cajazeiras X);;Cajazeiras;Salvador;2927408;BA;Bahia;29
41342545;Acesso;5;(Jaguaripe I);;Cajazeiras;Salvador;2927408;BA;Bahia;29
41342600;Rua;B;(Jaguaripe I);;Cajazeiras;Salvador;2927408;BA;Bahia;29
41342814;Acesso;D;(Jaguaripe I);;Cajazeiras;Salvador;2927408;BA;Bahia;29
41342844;Rua;Girassol;(Faz Grande II);;Cajazeiras;Salvador;2927408;BA;Bahia;29
41350470;Rua;Manoel Cordeiro;;;Nova Brasília;Salvador;2927408;BA;Bahia;29
41480035;Caminho;22;;;Mussurunga II;Salvador;2927408;BA;Bahia;29
41490380;Caminho;34;(Gleba C);;Mussurunga I;Salvador;2927408;BA;Bahia;29
41490592;2ª Avenida;Getúlio Vargas;;;Mussurunga I;Salvador;2927408;BA;Bahia;29
41490624;Travessa;Sampaio;;;Mussurunga I;Salvador;2927408;BA;Bahia;29
41500707;1ª Travessa;Iara;;;São Cristóvão;Salvador;2927408;BA;Bahia;29
41502310;Rua;Acácia Amarelas;;;Jardim das Margaridas;Salvador;2927408;BA;Bahia;29
41502650;Rua;Londrina;;;Jardim das Margaridas;Salvador;2927408;BA;Bahia;29
41510022;Rua;Luís Campo Galvão;;;São Cristóvão;Salvador;2927408;BA;Bahia;29
41510199;2ª Travessa;Jatobá;(Cj Vl Verde);;São Cristóvão;Salvador;2927408;BA;Bahia;29
41510358;Alameda;da Suiça;;;São Cristóvão;Salvador;2927408;BA;Bahia;29
41510396;Travessa;Osvaldo Gordilho;;;São Cristóvão;Salvador;2927408;BA;Bahia;29
41510745;Travessa;do Guincho;;;São Cristóvão;Salvador;2927408;BA;Bahia;29
41515360;Rua;Getúlio Vargas;;;Bairro da Paz;Salvador;2927408;BA;Bahia;29
41600494;Alameda;Antilhas;;;Stella Maris;Salvador;2927408;BA;Bahia;29
41610171;Vila;Xangô;;;Itapuã;Salvador;2927408;BA;Bahia;29
41610210;Travessa;Palame;;;Itapuã;Salvador;2927408;BA;Bahia;29
41630176;Avenida;Vila Vintém;;;Itapuã;Salvador;2927408;BA;Bahia;29
41635160;Rua;Desembargador Mármore Neto;(Cd Costa Verde);;Itapuã;Salvador;2927408;BA;Bahia;29
41650472;Rua;Marcos Pinheiro;;;Piatã;Salvador;2927408;BA;Bahia;29
41680220;Rua;Juruna;(Cd Aldeia);;Patamares;Salvador;2927408;BA;Bahia;29
41770310;Travessa;Avaré;;;Stiep;Salvador;2927408;BA;Bahia;29
41810720;Rua;Desembargador Álvaro Clemente de Oliveira;;;Pituba;Salvador;2927408;BA;Bahia;29
41815320;Rua;Almeida Garret;;;Itaigara;Salvador;2927408;BA;Bahia;29
41900060;Rua;Bráulio Nascimento;;;Amaralina;Salvador;2927408;BA;Bahia;29
41900285;Travessa;Doutor Mateus Cruz;;;Amaralina;Salvador;2927408;BA;Bahia;29
41905145;2ª Travessa;Cinco de Novembro;(V Pedrinhas);;Nordeste;Salvador;2927408;BA;Bahia;29
41905240;1ª Travessa;Miguelito;;;Nordeste;Salvador;2927408;BA;Bahia;29
41910420;Rua;Teles Menezes;;;Nordeste;Salvador;2927408;BA;Bahia;29
41920290;Rua;São Lourenço;;;Santa Cruz;Salvador;2927408;BA;Bahia;29
41927621;Rua;Tânia Palma;;;Santa Cruz;Salvador;2927408;BA;Bahia;29
41940090;Rua;Tupinambás;;;Rio Vermelho;Salvador;2927408;BA;Bahia;29
41950490;Rua;Santa Ângela;;;Rio Vermelho;Salvador;2927408;BA;Bahia;29
42505025;1ª Travessa;da Fonte;;;Paramana (Ilha dos Frades);Salvador;2927408;BA;Bahia;29
42800915;;Rua do Contorno, s/n;;Tribunal Regional do Trabalho;Dois de Julho;Camaçari;2905701;BA;Bahia;29
42800992;;Rua da Estação, s/n;;Associação Atlética e Comunitária de Parafuso;-;Camaçari;2905701;BA;Bahia;29
42809051;Avenida;Concêntrica;;;Gleba B;Camaçari;2905701;BA;Bahia;29
43810235;Rua;Desembargador Teixeira de Freitas;;;Nova Brasília;Candeias;2906501;BA;Bahia;29
44002328;Praça;Dom Pedro II;;;Centro;Feira de Santana;2910800;BA;Bahia;29
44002678;Rua;Boa Vista;;;Centro;Feira de Santana;2910800;BA;Bahia;29
44009580;Via Pedestre;17;(Feira IX);;Calumbi;Feira de Santana;2910800;BA;Bahia;29
44009660;Via Pedestre;7;(Feira IX);;Calumbi;Feira de Santana;2910800;BA;Bahia;29
44023722;Rua;Muritinga;;;Rua Nova;Feira de Santana;2910800;BA;Bahia;29
44024054;2ª Travessa;Barrolândia;;;Jardim Cruzeiro;Feira de Santana;2910800;BA;Bahia;29
44028318;Rua;Kairos;;;Gabriela;Feira de Santana;2910800;BA;Bahia;29
44031442;Praça;Petrolina;;;Pampalona;Feira de Santana;2910800;BA;Bahia;29
44034318;Caminho;34;(Feira VI);;Campo Limpo;Feira de Santana;2910800;BA;Bahia;29
44035208;Rua;Sete;(Lot L Torres);;Campo Limpo;Feira de Santana;2910800;BA;Bahia;29
44042899;Rua;Heráclito Dias de Carvalho;;;Campo do Gado Novo;Feira de Santana;2910800;BA;Bahia;29
44051819;Avenida;Governador João Durval Carneiro;- de 2423 a 2873 - lado ímpar;;São João;Feira de Santana;2910800;BA;Bahia;29
44066286;Rua;Boa Esperança;;;Conceição;Feira de Santana;2910800;BA;Bahia;29
44071280;Praça;Santo Antônio dos Prazeres;;;Santo Antônio dos Prazeres;Feira de Santana;2910800;BA;Bahia;29
44077465;Rua;São Domingos;- de 310 a 614 - lado par;;Santa Mônica;Feira de Santana;2910800;BA;Bahia;29
44078440;Avenida;Pernambuco;;;Santa Mônica;Feira de Santana;2910800;BA;Bahia;29
44090448;Rua;São Jorge;;;Tomba;Feira de Santana;2910800;BA;Bahia;29
44090576;Rua;Gêmeos;;;Tomba;Feira de Santana;2910800;BA;Bahia;29
44091110;Rua;Comendador Jorge Bastos Leal;;;Tomba;Feira de Santana;2910800;BA;Bahia;29
44091432;Rua;Contendas do Sincorá;;;Tomba;Feira de Santana;2910800;BA;Bahia;29
44091496;Rua;Dona Adalgisa Santos Borges;- até 274/275;;Tomba;Feira de Santana;2910800;BA;Bahia;29
44091570;Caminho;22;(Feira VII);;Tomba;Feira de Santana;2910800;BA;Bahia;29
44092052;Rua;Ana Costa;;;Tomba;Feira de Santana;2910800;BA;Bahia;29
44096012;Rua;Ângelo Alves Fernandes;;;Aviário;Feira de Santana;2910800;BA;Bahia;29
44220972;;Rua do Porto, s/n;;AGC Cabuçu;Cabuçu;Saubara;2929750;BA;Bahia;29
44255000;;Irará;;;-;Irará;2914505;BA;Bahia;29
44571145;Rua;Forte de São Marcelo;;;Centro;Santo Antônio de Jesus;2928703;BA;Bahia;29
44572015;Rua;Antônio Fraga;;;Centro;Santo Antônio de Jesus;2928703;BA;Bahia;29
44572105;Loteamento;Por do Sol;;;Centro;Santo Antônio de Jesus;2928703;BA;Bahia;29
44690970;;Rua Padre Alfredo Haasler 24;;AC Várzea Nova;Centro;Várzea Nova;2933158;BA;Bahia;29
44890970;;Rua Ruy Barbosa 15;;AC Canarana;Centro;Canarana;2906204;BA;Bahia;29
45007220;Rua;Coronel Maneca Santos;;;Lagoa das Flores;Vitória da Conquista;2933307;BA;Bahia;29
45008825;Avenida;Quatro;(Lot Mirassol);;Lagoa das Flores;Vitória da Conquista;2933307;BA;Bahia;29
45009408;Rua;E;(Res América Unida);;Lagoa das Flores;Vitória da Conquista;2933307;BA;Bahia;29
45020800;Rua;Siqueira Campos;- de 296/297 a 497/498;;Recreio;Vitória da Conquista;2933307;BA;Bahia;29
45026395;Rua;F;(Lot Conquistense);;Boa Vista;Vitória da Conquista;2933307;BA;Bahia;29
45037770;Rua;Trinta e Quatro;(Vl Elisa);;Espírito Santo;Vitória da Conquista;2933307;BA;Bahia;29
45037835;Rua;Trinta e Nove;(Vl Elisa);;Espírito Santo;Vitória da Conquista;2933307;BA;Bahia;29
45038305;Rua;Vinte;(Vl Elisa);;Espírito Santo;Vitória da Conquista;2933307;BA;Bahia;29
45051400;Avenida;Minas Gerais;;;Brasil;Vitória da Conquista;2933307;BA;Bahia;29
45051445;Avenida;Guanambi;- de 1472/1473 a 1890/1891;;Brasil;Vitória da Conquista;2933307;BA;Bahia;29
45052160;Caminho;Quinze;(Lot Sta Cruz);;Bateias;Vitória da Conquista;2933307;BA;Bahia;29
45075185;Rua;Um;(Vila União);;Ibirapuera;Vitória da Conquista;2933307;BA;Bahia;29
