CEP;Tipo_Logradouro;Logradouro;Complemento;Local;Bairro;Cidade;cod_cidade;UF;Estado;cod_estado
13484150;Rua;Antônio Kerpe de Oliveira;;;Jardim Laranjeiras;Limeira;3526902;SP;São Paulo;35
13484312;Rua;Atirador Paulo Roberto Vialle;;;Vila Mathias;Limeira;3526902;SP;São Paulo;35
13485355;Rua;Olivio Machado;(Cond Jd Pto Real);;Jardim Porto Real;Limeira;3526902;SP;São Paulo;35
13486198;Rua;Sétimo Fracalossi;;;Jardim Nereide;Limeira;3526902;SP;São Paulo;35
13486321;Avenida;Doutor Hipólito Pinto Ribeiro;- de 352/353 ao fim;;Vila Nova;Limeira;3526902;SP;São Paulo;35
13486519;Rua;Ricardo de Brito Jorge;;;Residencial Antônio Brigato;Limeira;3526902;SP;São Paulo;35
13487477;Rua;Noruega;- de 142/143 ao fim;;Jardim Residencial e Comercial Alto dos Laranjais;Limeira;3526902;SP;São Paulo;35
13503008;Rua;23;- de 1862/1863 a 2198/2199;;Jardim São Paulo;Rio Claro;3543907;SP;São Paulo;35
13505030;Avenida;1 JF;;;Jardim Floridiana;Rio Claro;3543907;SP;São Paulo;35
13506136;Rua;5 RV;;;Conjunto Residencial Vila Verde;Rio Claro;3543907;SP;São Paulo;35
13506273;Rua;4 RF;;;Residencial Florença;Rio Claro;3543907;SP;São Paulo;35
13506710;Avenida;20 A;;;Vila Indaiá;Rio Claro;3543907;SP;São Paulo;35
13506726;Rua;7:00 AM;- até 200/201;;Vila Indaiá;Rio Claro;3543907;SP;São Paulo;35
13560905;;Rua Episcopal 1575;;Prefeitura Municipal de São Carlos;Centro;São Carlos;3548906;SP;São Paulo;35
13565297;Via de Acesso;H;(Cond Prq Res Damha I);;Condomínio Parque Residencial Damha l;São Carlos;3548906;SP;São Paulo;35
13565575;Rua;Nicolla Fiorentino;;;Residencial Samambaia;São Carlos;3548906;SP;São Paulo;35
13568500;Rua;José Tiberti;;;Jardim Munique;São Carlos;3548906;SP;São Paulo;35
13568600;Rua;Oswaldo Denari;;;Jardim Munique;São Carlos;3548906;SP;São Paulo;35
13568640;Rua;Emerson Radamés Gatto;;;Residencial Parque Douradinho;São Carlos;3548906;SP;São Paulo;35
13568780;Rua;João Muniz;;;Residencial Itamarati;São Carlos;3548906;SP;São Paulo;35
13568801;Rua;Jorge Antonio Hildebrand;;;Residencial  Astolpho Luiz do Prado;São Carlos;3548906;SP;São Paulo;35
13568825;Rua;Irineu Mello;;;Conjunto Habitacional Dom Constantino Amstalden;São Carlos;3548906;SP;São Paulo;35
13570510;Rua;Maestro Andrelino Vieira;;;Jardim Mercedes;São Carlos;3548906;SP;São Paulo;35
13571100;Rua;Professor Eduardo de Martini;;;Núcleo Residencial Castelo Branco;São Carlos;3548906;SP;São Paulo;35
13571310;Rua;Gelsomino Saia;;;Jardim Maracanã;São Carlos;3548906;SP;São Paulo;35
13573400;Rua;José Zanetti;;;CEAT;São Carlos;3548906;SP;São Paulo;35
13601342;Rua;Pernambuco;;;Parque Industrial;Araras;3503307;SP;São Paulo;35
13601356;Rua;Adolfo Matthiensen;;;Vila Dona Rosa Zurita;Araras;3503307;SP;São Paulo;35
13605300;Avenida;João Rossi;;;Chácaras Granja São Francisco;Araras;3503307;SP;São Paulo;35
13606411;Rua;José Oliveira;;;Jardim José Ometto II;Araras;3503307;SP;São Paulo;35
13606603;Rua;Octávio Daltro;;;Parque Tiradentes;Araras;3503307;SP;São Paulo;35
13606832;Rua;Carlos Cerri;;;Parque Dom Pedro;Araras;3503307;SP;São Paulo;35
13607251;Praça;Ricieri Pechinatti;;;Jardim Luiza Maria;Araras;3503307;SP;São Paulo;35
13609510;Rua;Lourdes Petruz Siviero;;;Jardim Residencial Flamboyant;Araras;3503307;SP;São Paulo;35
13610360;Rua;Ernesto Gatto;;;Jardim Amália;Leme;3526704;SP;São Paulo;35
13611129;Rua;Ísis Fernandes;;;Jardim São José;Leme;3526704;SP;São Paulo;35
13614300;Rua;Demézio Nabarreti;;;Cidade Jardim;Leme;3526704;SP;São Paulo;35
13615270;Rua;Professor Zulingo;;;Barra Funda;Leme;3526704;SP;São Paulo;35
13615609;Praça;Raul Krempel;;;Jardim São Joaquim;Leme;3526704;SP;São Paulo;35
13617732;Rua;José Costenaro;- até 59/60;;Jardim Ana Lúcia;Leme;3526704;SP;São Paulo;35
13617743;Rua;Anna da Silva Camargo;;;Jardim Jequitibá;Leme;3526704;SP;São Paulo;35
13630105;Rua;Bom Jesus;- de 378/379 a 1034/1035;;Centro;Pirassununga;3539301;SP;São Paulo;35
13631080;Rua;Amador Bueno;- até 524/525;;Centro;Pirassununga;3539301;SP;São Paulo;35
13632160;Avenida;José Manoel Ribeiro;;;Vila São Pedro;Pirassununga;3539301;SP;São Paulo;35
13632460;Alameda;das Açucenas;;;Cidade Jardim;Pirassununga;3539301;SP;São Paulo;35
13634048;Rua;Bom Jesus;- de 1036/1037 ao fim;;Vila Steola;Pirassununga;3539301;SP;São Paulo;35
13635236;Rua;José Luiz Franco de Oliveira;;;Parque Clayton Malaman;Pirassununga;3539301;SP;São Paulo;35
13641043;Rua;Sebastião B. O. Alves;;;Jardim Limoeiro;Pirassununga;3539301;SP;São Paulo;35
13732419;Rua;Raul Roberto Campos;;;Núcleo Habitacional Nenê Pereira Lima;Mococa;3530508;SP;São Paulo;35
13732459;Rua;André Somagio;;;Núcleo Habitacional Nenê Pereira Lima;Mococa;3530508;SP;São Paulo;35
13733049;Rua;Paulo Rigobello;;;Jardim Santa Cecília;Mococa;3530508;SP;São Paulo;35
13735017;Rua;João Batista Giacoia;;;Brás;Mococa;3530508;SP;São Paulo;35
13737120;Rua;Heloísa de Figueiredo Ferraz;;;Jardim das Figueiras;Mococa;3530508;SP;São Paulo;35
13755000;;São Benedito das Areias (Mococa);;;-;São Benedito das Areias (Mococa);0;SP;São Paulo;35
13800057;Praça;Francisco Alves;;;Centro;Mogi Mirim;3530805;SP;São Paulo;35
13801475;Rua;Santa Maria;;;Vila Bianchi;Mogi Mirim;3530805;SP;São Paulo;35
13803801;Rua;Vanderley Potério;;;Parque Real;Mogi Mirim;3530805;SP;São Paulo;35
13807490;Rua;Professora Ana Luiza de Souza Aranha;;;Jardim Bi-Centenário;Mogi Mirim;3530805;SP;São Paulo;35
13840121;Rua;Trajano de Souza Moraes;;;Jardim Jacira;Mogi Guaçu;3530706;SP;São Paulo;35
13841150;Avenida;Nair Galhardoni;;;Loteamento Cidade Nova Mogi-Guaçu;Mogi Guaçu;3530706;SP;São Paulo;35
13843040;Praça;Presidente Costa e Silva;;;Vila Maria;Mogi Guaçu;3530706;SP;São Paulo;35
13843229;Rua;Julia Barbosa do Couto;;;Loteamento Morro Amarelo;Mogi Guaçu;3530706;SP;São Paulo;35
13846047;Rua;João de Oliveira Machado;;;Jardim Ipê I;Mogi Guaçu;3530706;SP;São Paulo;35
13846124;Rua;São José dos Pinhais;;;Jardim Ipê III;Mogi Guaçu;3530706;SP;São Paulo;35
13847017;Rua;Antônio de Paula;;;Arruamento Primavera;Mogi Guaçu;3530706;SP;São Paulo;35
13848226;Rua;Orlando Girard Franco;;;Jardim Santa Terezinha;Mogi Guaçu;3530706;SP;São Paulo;35
13848443;Rua;Octávio Franco;;;Jardim Boa Vista;Mogi Guaçu;3530706;SP;São Paulo;35
13848871;Rua;Marcilio Leme;;;Jardim Chaparral II;Mogi Guaçu;3530706;SP;São Paulo;35
13871097;Rua;João Ferreira Giao;;;Jardim Santa Rita;São João da Boa Vista;3549102;SP;São Paulo;35
13872467;Rua;Paulo Marcio B. Amaral;;;Jardim Novo Horizonte;São João da Boa Vista;3549102;SP;São Paulo;35
13873060;Rua;Maurílio Álvares;;;Vila Valentin;São João da Boa Vista;3549102;SP;São Paulo;35
13876604;Rua;Palmira Maria de Souza;- de 1/2 a 99998/99999;;Jardim dos Ipês II;São João da Boa Vista;3549102;SP;São Paulo;35
13876842;Rua;José Paulino;;;Jardim Lucas Teixeira;São João da Boa Vista;3549102;SP;São Paulo;35
13900271;Rua;Doutor Virgílio Paiva Júnior;;;Centro;Amparo;3501905;SP;São Paulo;35
13901264;Rua;Maria Castelucci;;;Residencial Paulistano;Amparo;3501905;SP;São Paulo;35
13901400;Estrada Municipal;do Jaburu;;;Jardim Santa Helena;Amparo;3501905;SP;São Paulo;35
13905467;Rua;Rosário Ferrari;;;Jardim Silvestre I;Amparo;3501905;SP;São Paulo;35
13972263;Rua;México;;;Vila Vieira;Itapira;3522604;SP;São Paulo;35
13973026;Rua;Olegário Pereira da Silva;;;Parque Fortaleza;Itapira;3522604;SP;São Paulo;35
13974210;Rua;Marechal Rondon;;;Nova Itapira;Itapira;3522604;SP;São Paulo;35
13976405;Rua;dos Girassóis;;;Vila Santa Marta;Itapira;3522604;SP;São Paulo;35
14021729;Rua;O;(Residencial Milano);;Jardim Botânico;Ribeirão Preto;3543402;SP;São Paulo;35
14025200;Rua;Sete de Setembro;- de 2160/2161 ao fim;;Alto da Boa Vista;Ribeirão Preto;3543402;SP;São Paulo;35
14031243;Avenida;Monteiro Lobato;- de 2000 a 99998 - lado par;;Parque Ribeirão Preto;Ribeirão Preto;3543402;SP;São Paulo;35
14031276;Rua;Abel Conceição;- de 580/581 ao fim;;Jardim Marchesi;Ribeirão Preto;3543402;SP;São Paulo;35
14031383;Rua;Alfredo Condeixa;- de 1130/1131 ao fim;;Parque Ribeirão Preto;Ribeirão Preto;3543402;SP;São Paulo;35
14031842;Rua;A-14;;;Jardim Progresso;Ribeirão Preto;3543402;SP;São Paulo;35
14031843;Rua;A-15;;;Jardim Progresso;Ribeirão Preto;3543402;SP;São Paulo;35
14040299;Praça;Magnólias;;;Jardim Recreio;Ribeirão Preto;3543402;SP;São Paulo;35
14056711;Rua;Albino Rodrigues de Almeida;;;Jardim Doutor Paulo Gomes Romeo;Ribeirão Preto;3543402;SP;São Paulo;35
14060406;Rua;Japurá;- de 3500/3501 ao fim;;Jardim Jandaia;Ribeirão Preto;3543402;SP;São Paulo;35
14065270;Rua;Elydio Pontes;;;Jardim José Sampaio Júnior;Ribeirão Preto;3543402;SP;São Paulo;35
14070732;Rua;Dirce de Almeida Fantini;;;Parque dos Sabiás;Ribeirão Preto;3543402;SP;São Paulo;35
14071570;Rua;João Saretta Neto;;;Adelino Simioni;Ribeirão Preto;3543402;SP;São Paulo;35
14075070;Rua;Campinas;- até 3078/3079;;Vila Carvalho;Ribeirão Preto;3543402;SP;São Paulo;35
14075220;Rua;Guiana Francesa;;;Vila Mariana;Ribeirão Preto;3543402;SP;São Paulo;35
14076120;Rua;Modesto Junqueira;;;Independência;Ribeirão Preto;3543402;SP;São Paulo;35
14076430;Rua;Professor João Salles Pupo;;;Independência;Ribeirão Preto;3543402;SP;São Paulo;35
14079100;Rotatória;Maria do Rosário Kenan;;;Jardim Professor Antônio Palocci;Ribeirão Preto;3543402;SP;São Paulo;35
14079624;Rua;Doutor Antonio Atallah;;;Jardim Porto Seguro;Ribeirão Preto;3543402;SP;São Paulo;35
14080000;Avenida;da Saudade; lado ímpar;;Campos Elíseos;Ribeirão Preto;3543402;SP;São Paulo;35
14092160;Rua;Doutor Morais Lima;;;Jardim Novo Mundo;Ribeirão Preto;3543402;SP;São Paulo;35
14095050;Rua;Benedicta Rodrigues Domingos;;;Parque Industrial Lagoinha;Ribeirão Preto;3543402;SP;São Paulo;35
14098834;Rua;Mozart Gomes Martins;;;Jardim Cybelli;Ribeirão Preto;3543402;SP;São Paulo;35
14161187;Rua;Theodoro Rodrigues;;;Jardim Primeiro de Maio;Sertãozinho;3551702;SP;São Paulo;35
14164110;Rua;Guerino Molesin;;;Jardim Jamaica;Sertãozinho;3551702;SP;São Paulo;35
14164160;Rua;Ernesto Matricardi;;;Jardim Nassim Mamed;Sertãozinho;3551702;SP;São Paulo;35
14165458;Rua;José Américo Baratela;;;Jardim Santa Rosa;Sertãozinho;3551702;SP;São Paulo;35
14169218;Rua;Luiz Lopes;;;Jardim São Sebastião;Sertãozinho;3551702;SP;São Paulo;35
14170339;Rua;Joaquim Manoel Justino;;;São João;Sertãozinho;3551702;SP;São Paulo;35
14171115;Rua;Matheus Benelli;- de 210/211 ao fim;;Jardim Recreio dos Bandeirantes;Sertãozinho;3551702;SP;São Paulo;35
14177015;Rua;Atilio Magon;;;Vila Industrial;Sertãozinho;3551702;SP;São Paulo;35
14177159;Praça;Domingos Prizon;;;Parque Residencial Francisco Paschoal;Sertãozinho;3551702;SP;São Paulo;35
14401253;Rua;Capitão Canuto de Azevedo;;;Vila Aparecida;Franca;3516200;SP;São Paulo;35
14401306;Rua;da Câmara;;;Parque das Águas;Franca;3516200;SP;São Paulo;35
14401408;Rua;Amazonas;- de 527/528 ao fim;;Jardim Paulista;Franca;3516200;SP;São Paulo;35
14402465;Avenida;Primo Meneghetti;;;Jardim Paulistano;Franca;3516200;SP;São Paulo;35
14403204;Rua;Leontina Odette de Castro;;;Parque do Castelo;Franca;3516200;SP;São Paulo;35
14403662;Rua;Manif Elias Pedro;;;Prolongamento Jardim Ângela Rosa;Franca;3516200;SP;São Paulo;35
14404004;Rua;Antonieta Almada Miranda;;;Parque Mundo Novo;Franca;3516200;SP;São Paulo;35
14404226;Rua;Vanildo Cândido da Costa;;;Jardim Aeroporto III;Franca;3516200;SP;São Paulo;35
14405631;Rua;dos Angicos;;;Parque dos Pinhais;Franca;3516200;SP;São Paulo;35
14406156;Rua;Benedita Gabriela Barbosa Ignez;;;Parque das Esmeraldas;Franca;3516200;SP;São Paulo;35
14406804;Rua;Rodrigo da Silva Teodoro;;;Residencial Peres Elias;Franca;3516200;SP;São Paulo;35
14406814;Rua;Daniel Martins Tristão;;;Residencial Peres Elias;Franca;3516200;SP;São Paulo;35
14407272;Rua;Estácio Bernardino Seixas;;;Residencial Meireles;Franca;3516200;SP;São Paulo;35
14407513;Rua;Maria Aparecida Dias;;;Residencial Moreira Júnior;Franca;3516200;SP;São Paulo;35
14407522;Rua;Luiz Milani;;;Jardim Luiza;Franca;3516200;SP;São Paulo;35
14407629;Rua;Osvaldo Paes de Mello;;;Jardim Luiza II;Franca;3516200;SP;São Paulo;35
14407643;Rua;José Barcellos Cardoso;;;Jardim Luiza II;Franca;3516200;SP;São Paulo;35
14408112;Rua;Nelson Pires de Castro;;;Villagio Mundo Novo;Franca;3516200;SP;São Paulo;35
14409091;Rua;Antônio Herrero;;;Jardim Planalto;Franca;3516200;SP;São Paulo;35
14409175;Rua;Elias Cândido de Souza;;;Parque Moema;Franca;3516200;SP;São Paulo;35
14409194;Rua;Jeres Benedito de Souza;;;Prolongamento Jardim Doutor Antônio Petráglia;Franca;3516200;SP;São Paulo;35
14409361;Rua;João Baptista dos Santos;(João Flausino);;Parque do Horto;Franca;3516200;SP;São Paulo;35
14409400;Avenida;Doutor William Azzuz;;;Recreio Campo Belo;Franca;3516200;SP;São Paulo;35
14412310;Rua;Geraldo Rodrigues de Souza;;;Franca Pólo Club;Franca;3516200;SP;São Paulo;35
14700409;Praça;Doutor Cambaúva;;;Centro;Bebedouro;3506102;SP;São Paulo;35
14701638;Rua;Salim Boremer Filho;;;Jardim Casagrande;Bebedouro;3506102;SP;São Paulo;35
14702226;Rua;Geraldo Ferreira;;;Jardim São Carlos;Bebedouro;3506102;SP;São Paulo;35
14708078;Alameda;Camburiu;;;Jardim Menino Deus I;Bebedouro;3506102;SP;São Paulo;35
14708274;Rua;Carlos Busse Junior; lado ímpar;;Residencial Vale do Sol;Bebedouro;3506102;SP;São Paulo;35
14710152;Rua;Paulo Sérgio da Silva Pedro;(Barbante);;Jardim Itália;Bebedouro;3506102;SP;São Paulo;35
14781145;Avenida;Celso Daniel Galvani; lado par;;Distrito Industrial II;Barretos;3505500;SP;São Paulo;35
14781468;Rua;C-24;;;Cristiano de Carvalho;Barretos;3505500;SP;São Paulo;35
14783000;Avenida;Jorge Olegário de Almeida Abreu;;;Jardim Silvia;Barretos;3505500;SP;São Paulo;35
14784064;Alameda;Ceilão;;;City Barretos;Barretos;3505500;SP;São Paulo;35
14784094;Alameda;Júlio Calil;;;Jardim Nova Barretos;Barretos;3505500;SP;São Paulo;35
14784339;Avenida;Hildebrando de Souza Filho;;;Jardim Soares;Barretos;3505500;SP;São Paulo;35
14800556;Avenida;Coronel José Xavier de Mendonça;- de 600/601 ao fim;;Jardim Santa Lúcia;Araraquara;3503208;SP;São Paulo;35
14801165;Avenida;Barroso;- de 1520/1521 ao fim;;Vila Santana;Araraquara;3503208;SP;São Paulo;35
14802030;Avenida;Doutor Mário Arantes de Almeida;- de 700/701 ao fim;;Vila Yamada;Araraquara;3503208;SP;São Paulo;35
14803843;Rua;Vinte e quatro;;;Condomínio Bella Vittà II;Araraquara;3503208;SP;São Paulo;35
14805356;Rua;João Ciomino;;;Chácara Flora Araraquara;Araraquara;3503208;SP;São Paulo;35
14805423;Avenida;Manoel Tavares de Campos;;;Residencial Cambuy;Araraquara;3503208;SP;São Paulo;35
14806287;Rua;Bento Amadeu Malavolta;;;Jardim Roberto Selmi Dei;Araraquara;3503208;SP;São Paulo;35
14806332;Avenida;Said Azzem;;;Jardim Roberto Selmi Dei;Araraquara;3503208;SP;São Paulo;35
14807045;Avenida;Capitão Noray de Paula e Silva;- até 128/129;;Vila Melhado;Araraquara;3503208;SP;São Paulo;35
14807083;Avenida;Doutor Adhemar Pereira de Barros;- de 850/851 ao fim;;Jardim Panorama;Araraquara;3503208;SP;São Paulo;35
14807127;Avenida;Arthur Lopes de Castro;- até 68/69;;Jardim Guanabara;Araraquara;3503208;SP;São Paulo;35
14807214;Avenida;Vicente Gullo;- até 248/249;;Jardim Padre Anchieta;Araraquara;3503208;SP;São Paulo;35
14807258;Rua;Benevenuto Colombo;;;Jardim Eliana;Araraquara;3503208;SP;São Paulo;35
14807341;Avenida;Alfredo Gabriel Haddad;- de 430/431 ao fim;;Jardim Residencial Água Branca;Araraquara;3503208;SP;São Paulo;35
14875456;Rua;Osmar Ramos Tocantins;;;Conjunto Habitacional Hugo Lacorte Vitalle II;Jaboticabal;3524303;SP;São Paulo;35
15015500;Rua;Coronel Spínola de Castro;;;Centro;São José do Rio Preto;3549805;SP;São Paulo;35
15020060;Avenida;Jesus Vilanova Vidal;;;Santos Dumont;São José do Rio Preto;3549805;SP;São Paulo;35
15025180;Rua;Paquetá;;;Vila Nossa Senhora da Paz;São José do Rio Preto;3549805;SP;São Paulo;35
15040285;Rua;Antônio Carlos Mariotti;;;Jardim Residencial Vetorasso;São José do Rio Preto;3549805;SP;São Paulo;35
15041516;Rua;Walter Carlos Araújo;;;Jardim Bianco;São José do Rio Preto;3549805;SP;São Paulo;35
15044651;Rua;João Rodrigues da Silveira;;;Residencial Floresta Park (Zona Rural);São José do Rio Preto;3549805;SP;São Paulo;35
15045215;Rua;Francisco Ovidio;;;Jardim Paraíso;São José do Rio Preto;3549805;SP;São Paulo;35
15045360;Rua;Nelson Marques Pimentel;;;Jardim Itapema;São José do Rio Preto;3549805;SP;São Paulo;35
15045512;Rua;Direitos Humanos;;;Residencial Ana Célia;São José do Rio Preto;3549805;SP;São Paulo;35
15046080;Rua;Antônio Francisco Coutinho;;;Parque Residencial Dom Lafaiete Libânio;São José do Rio Preto;3549805;SP;São Paulo;35
15051679;Estrada;8;;;Estância Santa Clara (Zona Rural);São José do Rio Preto;3549805;SP;São Paulo;35
15052872;Rua;Celso Pereira dos Santos;;;Estância San Carlos (Zona Rural);São José do Rio Preto;3549805;SP;São Paulo;35
15054040;Rua;João Oliveira de Faria;;;Jardim Nazareth;São José do Rio Preto;3549805;SP;São Paulo;35
15054632;Rua;Ivete Moreno Cetrone;;;Loteamento Parque Residencial da Lealdade;São José do Rio Preto;3549805;SP;São Paulo;35
15060170;Rua;Francisco Xavier Pedroso;;;Jardim Paulista;São José do Rio Preto;3549805;SP;São Paulo;35
15062002;Estrada;Silvio Pelicer Filho;;;Chácara Jockey Club (Zona Rural);São José do Rio Preto;3549805;SP;São Paulo;35
15063123;Rua;Missionária Joaquina Machado de Oliveira;;;Parque Residencial Damha VI;São José do Rio Preto;3549805;SP;São Paulo;35
15076493;Rua;Irmã Helena Augusta Alves;;;Parque Residencial Lauriano Tebar II;São José do Rio Preto;3549805;SP;São Paulo;35
15080190;Rua;Francisco Alves;;;Jardim Santa Catarina;São José do Rio Preto;3549805;SP;São Paulo;35
15087281;Rua;Astúrias;;;Estância Santa Apolônia (Zona Rural);São José do Rio Preto;3549805;SP;São Paulo;35
15090290;Rua;Nair dos Santos Lima;;;Jardim Francisco Fernandes;São José do Rio Preto;3549805;SP;São Paulo;35
15092226;Rua;Shoichi Ohno;;;Estância Matinha (Zona Rural);São José do Rio Preto;3549805;SP;São Paulo;35
15093683;Rua;das Araucárias;;;Loteamento San Fernando Valley;São José do Rio Preto;3549805;SP;São Paulo;35
15503114;Rua;dos Canários;;;Propovo;Votuporanga;3557105;SP;São Paulo;35
15503286;Rua;Joaquim Vicente Gonçalves;;;Votuporanga I;Votuporanga;3557105;SP;São Paulo;35
15506072;Rua;Basílio Augusto de Souza;;;Conjunto Habitacional Sonho Meu;Votuporanga;3557105;SP;São Paulo;35
15700214;Avenida;Presidente Juscelino Kubitschek;- até 349/350;;Jardim Samambaia;Jales;3524808;SP;São Paulo;35
15700274;Rua;Flórida;;;Jardim Estados Unidos;Jales;3524808;SP;São Paulo;35
15700284;Rua;Arizona;;;Jardim Estados Unidos;Jales;3524808;SP;São Paulo;35
15703360;Travessa;B;;;Parque Industrial I;Jales;3524808;SP;São Paulo;35
15703362;Avenida;Industrial; lado par;;Parque Industrial I;Jales;3524808;SP;São Paulo;35
15704248;Rua;dos Guatambus;- até 1507/1508;;Jardim Brasil;Jales;3524808;SP;São Paulo;35
15704268;Rua;Pedro Dutra da Silva;;;Vila Talma;Jales;3524808;SP;São Paulo;35
15706002;Rua;Antonio Pelarini;;;Jardim Pires de Andrade;Jales;3524808;SP;São Paulo;35
15706050;Rua;das Violetas;- até 2869 - lado ímpar;;Vila Stafusa;Jales;3524808;SP;São Paulo;35
15707666;Rua;Sebastião José Salviano;- até 98/99;;Conjunto Habitacional José Antonio Caparroz Bogaz;Jales;3524808;SP;São Paulo;35
15707702;Rua;Vitória;- até 506/507;;Conjunto Habitacional José Antonio Caparroz Bogaz;Jales;3524808;SP;São Paulo;35
15708076;Rua;Esparta;;;Residencial Alpha Jales;Jales;3524808;SP;São Paulo;35
15802004;Rua;Itirapina;;;Parque Residencial Agudo Romão;Catanduva;3511102;SP;São Paulo;35
15802305;Rua;Belo Monte;;;Parque Residencial Agudo Romão II;Catanduva;3511102;SP;São Paulo;35
15804380;Rua;das Tulipas;;;Jardim Pedro Borgoni;Catanduva;3511102;SP;São Paulo;35
15808325;Rua;Iguatemi;;;Distrito Industrial Antônio Zácaro;Catanduva;3511102;SP;São Paulo;35
15810376;Travessa;Paulo Coimbra Patto;;;Conjunto Habitacional Prefeito João Righini;Catanduva;3511102;SP;São Paulo;35
15810455;Rua;Icapuí;;;Loteamento Cidade Jardim;Catanduva;3511102;SP;São Paulo;35
15990280;Avenida;Carlos Mariani;- de 1111/1112 ao fim;;Jardim Ballista;Matão;3529302;SP;São Paulo;35
15990460;Via;Narciso Baldan;- até 300 - lado par;;Jardim Buscardi;Matão;3529302;SP;São Paulo;35
15990568;Avenida;Felice Zambon;;;Nova Matão;Matão;3529302;SP;São Paulo;35
15990660;Rua;Renato Picchi;;;Nova Matão;Matão;3529302;SP;São Paulo;35
15997080;Avenida;Tiradentes;- de 1401/1402 ao fim;;Alto;Matão;3529302;SP;São Paulo;35
16018080;Rua;José Guimarães Marques de Oliveira;;;Jardim Nova Yorque;Araçatuba;3502804;SP;São Paulo;35
16018287;Rua;Herculano Teodoro Rodrigues;;;Jardim Nova Yorque;Araçatuba;3502804;SP;São Paulo;35
16022190;Rua;Alberto Cerqueira Leite;;;Morada dos Nobres;Araçatuba;3502804;SP;São Paulo;35
16022440;Rua;Antônio Cerizza;;;Conjunto Habitacional Clóvis Valentin Picolotto;Araçatuba;3502804;SP;São Paulo;35
16022731;Rua;Evaristo dos Santos;;;Jardim Moreira;Araçatuba;3502804;SP;São Paulo;35
16025050;Rua;Cussy de Almeida Júnior;- de 1781/1782 a 2159/2160;;São João;Araçatuba;3502804;SP;São Paulo;35
16025180;Rua;Tupinambás;- de 634/635 a 928/929;;Bairro das Bandeiras;Araçatuba;3502804;SP;São Paulo;35
16050070;Rua;São Vicente;- até 448/449;;São Vicente;Araçatuba;3502804;SP;São Paulo;35
16050683;Rua;Imaculado Coração de Maria;- de 911/912 ao fim;;Dona Amélia;Araçatuba;3502804;SP;São Paulo;35
16050685;Rua;São Luiz;- de 921/922 ao fim;;Dona Amélia;Araçatuba;3502804;SP;São Paulo;35
16058500;Rua;Fermino Marques de Brito;- de 782/783 ao fim;;Chácaras Versalhes;Araçatuba;3502804;SP;São Paulo;35
16070272;Rua;Fundador Paulino Gatto;- até 670 - lado par;;Conjunto Habitacional Ezequiel Barbosa;Araçatuba;3502804;SP;São Paulo;35
16075185;Rua;Pedro Grassi;- de 981/982 ao fim;;Primavera;Araçatuba;3502804;SP;São Paulo;35
16075475;Rua;Isamar;- de 1035/1036 a 1351/1352;;Chácaras TV;Araçatuba;3502804;SP;São Paulo;35
16201105;Rua;Felipe Elias Bucharles;;;Jardim São Conrado;Birigüi;3506508;SP;São Paulo;35
16201198;Rua;Luiz Catharin;- de 420/421 ao fim;;Recanto Verde;Birigüi;3506508;SP;São Paulo;35
16201491;Avenida;João Gregolin;;;Residencial San Marino;Birigüi;3506508;SP;São Paulo;35
16202345;Rua;Odemir Constantino;;;João Crevelaro;Birigüi;3506508;SP;São Paulo;35
16202355;Rua;Vinte e Oito;;;João Crevelaro;Birigüi;3506508;SP;São Paulo;35
16202448;Rua;Piauí;- de 117/118 ao fim;;Jardim São Genaro;Birigüi;3506508;SP;São Paulo;35
16203022;Praça;Domingos Lot;;;Vila Guanabara;Birigüi;3506508;SP;São Paulo;35
16204009;Rua;Augusto Silva;;;Jardim Jussara Maria;Birigüi;3506508;SP;São Paulo;35
16207038;Rua;Avelino Bertaglia;;;Alto Colinas;Birigüi;3506508;SP;São Paulo;35
16300971;;Rua Amazonas 33;;AGF Amazonas;Jardim São Luiz;Penápolis;3537305;SP;São Paulo;35
16400103;Travessa;Jaraguá;;;Centro;Lins;3527108;SP;São Paulo;35
16400363;Praça;João Alves da Costa;;;Parque Xingu;Lins;3527108;SP;São Paulo;35
16400460;Rua;José Garcia de Carvalho;;;Jardim Ariano;Lins;3527108;SP;São Paulo;35
16400513;Rua;da Concórdia;;;Vila Alta;Lins;3527108;SP;São Paulo;35
16401036;Rua;José Francisco Ribeiro;;;Vila São José;Lins;3527108;SP;São Paulo;35
16401052;Praça;Monsenhor João Baptista Toffoli;;;Vila Paulista;Lins;3527108;SP;São Paulo;35
16401140;Rua;Coronel José Braúlio Junqueira de Andrade;;;Jardim Linense;Lins;3527108;SP;São Paulo;35
16401379;Travessa;Catarino Sales da Exaltação;;;Jardim Aeroporto;Lins;3527108;SP;São Paulo;35
16402712;Rua;Leopoldo Dias Quintella;;;Residencial Jardim do Sol;Lins;3527108;SP;São Paulo;35
16403107;Rua;Fátima Regina Pereira;;;Vila Ester;Lins;3527108;SP;São Paulo;35
16880970;;Rua Manoel Parada de Carvalho 11;;AC Valparaíso;Centro;Valparaíso;3556305;SP;São Paulo;35
16900447;Rua;Benjamin Constant;- até 918/919;;Vila Feltrini;Andradina;3502101;SP;São Paulo;35
16902211;Rua;Izabel dos Santos Knecht;;;Jardim Bela Vista;Andradina;3502101;SP;São Paulo;35
17012050;Rua;Antônio Garcia;- até Quadra 11;;Vila Santa Tereza;Bauru;3506003;SP;São Paulo;35
